0.000000000000000000e+00	2.876399999999999769e-04
0.000000000000000000e+00	5.759100000000000070e-04
5.000000000000000000e+00	9.729299999999999971e-04
5.000000000000000000e+00	1.476899999999999958e-03
5.000000000000000000e+00	2.163399999999999785e-03
1.000000000000000000e+01	2.903000000000000198e-03
1.000000000000000000e+01	3.679400000000000205e-03
1.000000000000000000e+01	4.605800000000000172e-03
1.500000000000000000e+01	5.420499999999999971e-03
1.500000000000000000e+01	6.204900000000000172e-03
2.000000000000000000e+01	7.071700000000000208e-03
2.000000000000000000e+01	7.684299999999999811e-03
2.000000000000000000e+01	8.353400000000000408e-03
2.500000000000000000e+01	9.108599999999999683e-03
2.500000000000000000e+01	9.641500000000000764e-03
2.500000000000000000e+01	1.052499999999999963e-02
3.000000000000000000e+01	1.157099999999999969e-02
3.000000000000000000e+01	1.257600000000000037e-02
3.000000000000000000e+01	1.409900000000000042e-02
3.500000000000000000e+01	1.575999999999999970e-02
3.500000000000000000e+01	1.738500000000000115e-02
3.500000000000000000e+01	1.918399999999999966e-02
4.000000000000000000e+01	2.059499999999999872e-02
4.000000000000000000e+01	2.127799999999999830e-02
4.500000000000000000e+01	2.097500000000000059e-02
4.500000000000000000e+01	1.895200000000000010e-02
4.500000000000000000e+01	1.472500000000000024e-02
5.000000000000000000e+01	7.788899999999999643e-03
5.000000000000000000e+01	-2.488999999999999893e-03
5.000000000000000000e+01	-1.640199999999999991e-02
5.500000000000000000e+01	-3.419200000000000017e-02
5.500000000000000000e+01	-5.592699999999999755e-02
5.500000000000000000e+01	-8.125699999999999590e-02
6.000000000000000000e+01	-1.097199999999999981e-01
6.000000000000000000e+01	-1.405500000000000083e-01
6.000000000000000000e+01	-1.726900000000000102e-01
6.500000000000000000e+01	-2.049900000000000055e-01
6.500000000000000000e+01	-2.361600000000000088e-01
6.500000000000000000e+01	-2.648499999999999743e-01
7.000000000000000000e+01	-2.898399999999999865e-01
7.000000000000000000e+01	-3.100399999999999823e-01
7.500000000000000000e+01	-3.246100000000000096e-01
7.500000000000000000e+01	-3.329699999999999882e-01
7.500000000000000000e+01	-3.349800000000000000e-01
