8.000000000000000000e+01	-3.307399999999999785e-01
8.000000000000000000e+01	-3.206399999999999806e-01
8.000000000000000000e+01	-3.055499999999999883e-01
8.500000000000000000e+01	-2.862799999999999789e-01
8.500000000000000000e+01	-2.638400000000000190e-01
8.500000000000000000e+01	-2.395700000000000052e-01
9.000000000000000000e+01	-2.143599999999999950e-01
9.000000000000000000e+01	-1.892000000000000071e-01
9.000000000000000000e+01	-1.651499999999999913e-01
9.500000000000000000e+01	-1.426699999999999913e-01
9.500000000000000000e+01	-1.223100000000000021e-01
1.000000000000000000e+02	-1.045299999999999979e-01
1.000000000000000000e+02	-8.925400000000000000e-02
1.000000000000000000e+02	-7.659399999999999542e-02
1.050000000000000000e+02	-6.645900000000000418e-02
1.050000000000000000e+02	-5.838399999999999840e-02
1.050000000000000000e+02	-5.212599999999999872e-02
1.100000000000000000e+02	-4.725399999999999739e-02
1.100000000000000000e+02	-4.306800000000000211e-02
1.100000000000000000e+02	-3.910600000000000187e-02
1.150000000000000000e+02	-3.487300000000000122e-02
1.150000000000000000e+02	-2.957399999999999959e-02
1.150000000000000000e+02	-2.285600000000000132e-02
1.200000000000000000e+02	-1.444600000000000051e-02
1.200000000000000000e+02	-3.780899999999999799e-03
1.200000000000000000e+02	8.928200000000000719e-03
1.250000000000000000e+02	2.351400000000000018e-02
1.250000000000000000e+02	4.002800000000000108e-02
1.300000000000000000e+02	5.757299999999999918e-02
1.300000000000000000e+02	7.563300000000000578e-02
1.300000000000000000e+02	9.383900000000000574e-02
1.350000000000000000e+02	1.110300000000000037e-01
1.350000000000000000e+02	1.267600000000000116e-01
1.350000000000000000e+02	1.406399999999999872e-01
1.400000000000000000e+02	1.518799999999999872e-01
1.400000000000000000e+02	1.604599999999999915e-01
1.400000000000000000e+02	1.662399999999999989e-01
1.450000000000000000e+02	1.691100000000000103e-01
1.450000000000000000e+02	1.694499999999999895e-01
1.450000000000000000e+02	1.673999999999999932e-01
1.500000000000000000e+02	1.633199999999999930e-01
1.500000000000000000e+02	1.577099999999999891e-01
1.550000000000000000e+02	1.508500000000000119e-01
1.550000000000000000e+02	1.432599999999999985e-01
1.550000000000000000e+02	1.353600000000000081e-01
1.600000000000000000e+02	1.274399999999999977e-01
1.600000000000000000e+02	1.199299999999999949e-01
1.600000000000000000e+02	1.130899999999999961e-01
1.650000000000000000e+02	1.071000000000000008e-01
1.650000000000000000e+02	1.022200000000000053e-01
1.650000000000000000e+02	9.845099999999999685e-02
1.700000000000000000e+02	9.582400000000000639e-02
1.700000000000000000e+02	9.432200000000000306e-02
1.700000000000000000e+02	9.376099999999999712e-02
1.750000000000000000e+02	9.399499999999999522e-02
1.750000000000000000e+02	9.479999999999999538e-02
1.800000000000000000e+02	9.593899999999999650e-02
1.800000000000000000e+02	9.722600000000000686e-02
1.800000000000000000e+02	9.838700000000000223e-02
1.850000000000000000e+02	9.934900000000000675e-02
1.850000000000000000e+02	1.000100000000000017e-01
1.850000000000000000e+02	1.001800000000000052e-01
1.900000000000000000e+02	1.000199999999999978e-01
1.900000000000000000e+02	9.950100000000000611e-02
1.900000000000000000e+02	9.848300000000000110e-02
1.950000000000000000e+02	9.729599999999999360e-02
1.950000000000000000e+02	9.583400000000000252e-02
1.950000000000000000e+02	9.404700000000000559e-02
2.000000000000000000e+02	9.218200000000000005e-02
2.000000000000000000e+02	9.004199999999999704e-02
2.000000000000000000e+02	8.764199999999999768e-02
2.050000000000000000e+02	8.507499999999999785e-02
2.050000000000000000e+02	8.210199999999999443e-02
2.100000000000000000e+02	7.878899999999999793e-02
2.100000000000000000e+02	7.511900000000000521e-02
2.100000000000000000e+02	7.090100000000000569e-02
2.150000000000000000e+02	6.628599999999999770e-02
2.150000000000000000e+02	6.126999999999999807e-02
2.150000000000000000e+02	5.579800000000000038e-02
2.200000000000000000e+02	5.012699999999999795e-02
2.200000000000000000e+02	4.430599999999999816e-02
2.200000000000000000e+02	3.841200000000000170e-02
2.250000000000000000e+02	3.274200000000000027e-02
2.250000000000000000e+02	2.734599999999999878e-02
2.250000000000000000e+02	2.237199999999999953e-02
2.300000000000000000e+02	1.801900000000000029e-02
2.300000000000000000e+02	1.423699999999999966e-02
2.350000000000000000e+02	1.111299999999999961e-02
2.350000000000000000e+02	8.664399999999999186e-03
2.350000000000000000e+02	6.702800000000000077e-03
2.400000000000000000e+02	5.252800000000000177e-03
2.400000000000000000e+02	4.200599999999999647e-03
2.400000000000000000e+02	3.300099999999999822e-03
2.450000000000000000e+02	2.580700000000000008e-03
2.450000000000000000e+02	1.890299999999999923e-03
2.450000000000000000e+02	1.028899999999999910e-03
2.500000000000000000e+02	1.066699999999999934e-04
2.500000000000000000e+02	-9.932199999999999536e-04
2.500000000000000000e+02	-2.312100000000000093e-03
2.550000000000000000e+02	-3.704199999999999941e-03
2.550000000000000000e+02	-5.220699999999999993e-03
2.550000000000000000e+02	-6.766199999999999992e-03
2.600000000000000000e+02	-8.189000000000000098e-03
2.600000000000000000e+02	-9.498499999999999999e-03
2.650000000000000000e+02	-1.054800000000000008e-02
2.650000000000000000e+02	-1.125800000000000065e-02
2.650000000000000000e+02	-1.167699999999999988e-02
2.700000000000000000e+02	-1.171600000000000072e-02
2.700000000000000000e+02	-1.140000000000000041e-02
2.700000000000000000e+02	-1.083300000000000061e-02
2.750000000000000000e+02	-9.998899999999999802e-03
2.750000000000000000e+02	-8.993799999999999711e-03
2.750000000000000000e+02	-7.924300000000000441e-03
2.800000000000000000e+02	-6.815400000000000104e-03
2.800000000000000000e+02	-5.748099999999999911e-03
2.800000000000000000e+02	-4.766499999999999904e-03
2.850000000000000000e+02	-3.874900000000000132e-03
2.850000000000000000e+02	-3.094599999999999868e-03
2.900000000000000000e+02	-2.422500000000000174e-03
2.900000000000000000e+02	-1.849299999999999902e-03
2.900000000000000000e+02	-1.375300000000000090e-03
2.950000000000000000e+02	-9.882199999999999405e-04
2.950000000000000000e+02	-6.783699999999999713e-04
2.950000000000000000e+02	-4.398699999999999746e-04
3.000000000000000000e+02	-2.616100000000000109e-04
3.000000000000000000e+02	-1.365100000000000059e-04
3.000000000000000000e+02	-5.712799999999999920e-05
